Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),Correct First Attempt,Incorrects,Hints,Corrects,KC(Default),Opportunity(Default)
1071101,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DIST04_SP,1,B+56 = 220,2006-05-02 10:53:49.0,2006-05-02 10:53:58.0,2006-05-02 10:53:58.0,2006-05-02 10:53:58.0,9.0,9.0,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: Isolate positive; x+a=b, positive]",148~~20
1071102,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DIST04_SP,1,R7C1,2006-05-02 10:53:58.0,2006-05-02 10:54:05.0,2006-05-02 10:54:05.0,2006-05-02 10:54:05.0,7.0,7.0,,1,0,0,1,"Using small numbers~~Find X, positive slope~~Using difficult numbers",79~~52~~51
1071103,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DISTFB08_SP,1,R1C1,2006-05-02 10:54:10.0,2006-05-02 10:54:35.0,2006-05-02 10:54:35.0,2006-05-02 10:54:35.0,25.0,25.0,,1,0,0,1,,
1071104,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DISTFB08_SP,1,R1C2,2006-05-02 10:54:35.0,2006-05-02 10:54:58.0,2006-05-02 10:54:58.0,2006-05-02 10:54:58.0,23.0,23.0,,1,0,0,1,,
1071105,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DISTFB08_SP,1,R2C2,2006-05-02 10:54:58.0,2006-05-02 10:55:02.0,2006-05-02 10:55:02.0,2006-05-02 10:55:02.0,4.0,4.0,,1,0,0,1,Identifying units,69
1071106,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DISTFB08_SP,1,R3C1,2006-05-02 10:55:02.0,2006-05-02 10:55:07.0,2006-05-02 10:55:07.0,2006-05-02 10:55:07.0,5.0,5.0,,1,0,0,1,Define Variable,52
1071107,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DISTFB08_SP,2,R3C2,2006-05-02 17:59:58.0,2006-05-02 18:03:00.0,2006-05-02 18:04:10.0,2006-05-02 18:04:10.0,252.0,,252.0,0,1,6,1,"Using simple numbers~~Write expression, positive slope~~Using large numbers",74~~43~~46
1071108,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DISTFB08_SP,2,R4C1,2006-05-02 18:04:10.0,2006-05-02 18:04:22.0,2006-05-02 18:04:22.0,2006-05-02 18:04:22.0,12.0,12.0,,1,0,0,1,Entering a given,133
1071109,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DISTFB08_SP,2,R5C1,2006-05-02 18:04:22.0,2006-05-02 18:07:17.0,2006-05-02 18:08:25.0,2006-05-02 18:08:25.0,243.0,,243.0,0,2,3,1,Entering a given,134
1071110,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DISTFB08_SP,2,R6C2,2006-05-02 18:08:25.0,2006-05-02 18:08:43.0,2006-05-02 18:08:43.0,2006-05-02 18:08:43.0,18.0,18.0,,1,0,0,1,Entering a given,135
1071111,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DISTFB08_SP,2,R7C2,2006-05-02 18:08:43.0,2006-05-02 18:08:57.0,2006-05-02 18:08:57.0,2006-05-02 18:08:57.0,14.0,14.0,,1,0,0,1,Entering a given,136
1071112,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DISTFB08_SP,2,ValidEquations,2006-05-02 18:08:57.0,2006-05-02 18:09:32.0,2006-05-02 18:09:47.0,2006-05-02 18:09:48.0,51.0,,51.0,0,2,0,2,,
1071113,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DISTFB08_SP,2,(1/3)(15B+975) = 4000,2006-05-02 18:09:48.0,2006-05-02 18:10:12.0,,2006-05-02 18:10:12.0,24.0,,24.0,0,1,0,0,,
1071114,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DISTFB08_SP,3,ValidEquations,2006-05-08 16:10:56.0,2006-05-08 16:11:51.0,2006-05-08 16:11:51.0,2006-05-08 16:13:51.0,74.0,74.0,,1,0,0,3,,
1071115,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DISTFB08_SP,3,(1/3)(15B+975) = 4000,2006-05-08 16:11:53.0,2006-05-08 16:12:16.0,2006-05-08 16:12:30.0,2006-05-08 16:12:30.0,37.0,,37.0,0,1,2,1,,
1071116,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DISTFB08_SP,3,(15B+975)/3 = 4000,2006-05-08 16:12:30.0,2006-05-08 16:12:58.0,2006-05-08 16:13:07.0,2006-05-08 16:13:07.0,37.0,,37.0,0,1,0,1,"[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",65~~142
1071117,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DISTFB08_SP,3,15B+975 = 12000,2006-05-08 16:13:07.0,2006-05-08 16:13:15.0,2006-05-08 16:13:15.0,2006-05-08 16:13:15.0,8.0,8.0,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",149
1071118,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DISTFB08_SP,3,15B = 11025,2006-05-08 16:13:15.0,2006-05-08 16:13:26.0,2006-05-08 16:13:26.0,2006-05-08 16:13:26.0,11.0,11.0,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",78~~143
1071119,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DISTFB08_SP,3,R6C1,2006-05-08 16:13:26.0,2006-05-08 16:13:34.0,2006-05-08 16:13:34.0,2006-05-08 16:13:34.0,8.0,8.0,,1,0,0,1,"Using simple numbers~~Using large numbers~~Find X, positive slope",75~~47~~53
1071120,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DISTFB08_SP,3,(1/3)(15B+975) = 3160,2006-05-08 16:13:51.0,2006-05-08 16:13:55.0,2006-05-08 16:13:55.0,2006-05-08 16:13:55.0,4.0,4.0,,1,0,0,1,,
1071121,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DISTFB08_SP,3,(15B+975)/3 = 3160,2006-05-08 16:13:55.0,2006-05-08 16:14:19.0,2006-05-08 16:14:19.0,2006-05-08 16:14:19.0,24.0,24.0,,1,0,0,1,"[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",66~~144
1071122,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DISTFB08_SP,3,15B+975 = 9480,2006-05-08 16:14:19.0,2006-05-08 16:14:43.0,2006-05-08 16:14:43.0,2006-05-08 16:14:43.0,24.0,24.0,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",150
1071123,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DISTFB08_SP,3,15B = 8505,2006-05-08 16:14:43.0,2006-05-08 16:15:20.0,2006-05-08 16:15:20.0,2006-05-08 16:15:20.0,37.0,37.0,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",79~~145
1071124,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DISTFB08_SP,3,R7C1,2006-05-08 16:15:20.0,2006-05-08 16:15:27.0,2006-05-08 16:15:27.0,2006-05-08 16:15:27.0,7.0,7.0,,1,0,0,1,"Using simple numbers~~Using large numbers~~Find X, positive slope",76~~48~~54
1071125,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DIST05_SP,1,R1C1,2006-05-08 16:15:45.0,2006-05-08 16:16:25.0,2006-05-08 16:16:25.0,2006-05-08 16:16:25.0,40.0,40.0,,1,0,0,1,,
1071126,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DIST05_SP,1,R2C1,2006-05-08 16:16:25.0,2006-05-08 16:16:34.0,2006-05-08 16:16:50.0,2006-05-08 16:16:50.0,25.0,,25.0,0,1,0,1,Identifying units,70
1071127,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DIST05_SP,1,R1C2,2006-05-08 16:16:50.0,2006-05-08 16:17:02.0,2006-05-08 16:17:02.0,2006-05-08 16:17:02.0,12.0,12.0,,1,0,0,1,,
1071128,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DIST05_SP,1,R2C2,2006-05-08 16:17:02.0,2006-05-08 16:17:15.0,2006-05-08 16:17:15.0,2006-05-08 16:17:15.0,13.0,13.0,,1,0,0,1,Identifying units,71
1071129,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DIST05_SP,1,R3C1,2006-05-08 16:17:15.0,2006-05-08 16:17:21.0,2006-05-08 16:17:21.0,2006-05-08 16:17:21.0,6.0,6.0,,1,0,0,1,Define Variable,53
1071130,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DIST05_SP,1,R3C2,2006-05-08 16:17:21.0,2006-05-08 16:18:28.0,2006-05-08 16:19:13.0,2006-05-08 16:19:13.0,112.0,,112.0,0,1,5,1,"Using small numbers~~Write expression, positive slope~~Using difficult numbers",80~~44~~52
1071131,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DIST05_SP,1,R4C2,2006-05-08 16:19:13.0,2006-05-08 16:19:28.0,2006-05-08 16:19:28.0,2006-05-08 16:19:28.0,15.0,15.0,,1,0,0,1,Entering a given,137
1071132,UEArk7W20r,"Unit CTA1_10, Section CTA1_10-5",DIST05_SP,2,ValidEquations,2006-05-09 09:47:26.0,2006-05-09 09:48:05.0,2006-05-09 09:48:05.0,2006-05-09 09:50:09.0,50.0,50.0,,1,0,0,3,,
1071202,UEArk7W20r,"Unit ES_05, Section ES_05-1",EG5-FIXED,1,-4613 = -1144y-555,2006-05-09 10:22:33.0,2006-05-09 10:22:50.0,2006-05-09 10:22:50.0,2006-05-09 10:22:50.0,17.0,17.0,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]",158~~34
1071203,UEArk7W20r,"Unit ES_05, Section ES_05-1",EG5-FIXED,1,-4058 = -1144y,2006-05-09 10:22:50.0,2006-05-09 10:23:06.0,2006-05-09 10:23:06.0,2006-05-09 10:23:06.0,16.0,16.0,,1,0,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",153~~46
1071204,UEArk7W20r,"Unit ES_05, Section ES_05-1",EG43A,1,-7349+5855x = 5417,2006-05-09 10:23:14.0,2006-05-09 10:23:38.0,2006-05-09 10:23:38.0,2006-05-09 10:23:38.0,24.0,24.0,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]",159~~35
1071205,UEArk7W20r,"Unit ES_05, Section ES_05-1",EG43A,1,5855x = 12766,2006-05-09 10:23:38.0,2006-05-09 10:23:49.0,2006-05-09 10:23:49.0,2006-05-09 10:23:49.0,11.0,11.0,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",85~~154
1071206,UEArk7W20r,"Unit ES_05, Section ES_05-1",EG42A,1,13.55x-12.87 = -6.21,2006-05-09 10:23:57.0,2006-05-09 10:24:08.0,2006-05-09 10:24:08.0,2006-05-09 10:24:08.0,11.0,11.0,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]",160~~36
1071207,UEArk7W20r,"Unit ES_05, Section ES_05-1",EG42A,1,13.55x = 6.66,2006-05-09 10:24:08.0,2006-05-09 10:24:17.0,2006-05-09 10:24:17.0,2006-05-09 10:24:17.0,9.0,9.0,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",86~~155
1071208,UEArk7W20r,"Unit ES_05, Section ES_05-2",EG43A,1,-4386 = -56y-7083,2006-05-09 10:24:27.0,2006-05-09 10:24:44.0,2006-05-09 10:24:44.0,2006-05-09 10:24:44.0,17.0,17.0,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]",161~~37
1071209,UEArk7W20r,"Unit ES_05, Section ES_05-2",EG43A,1,-4386+7083 = -56y-7083+7083,2006-05-09 10:24:44.0,2006-05-09 10:24:51.0,2006-05-09 10:24:51.0,2006-05-09 10:26:01.0,77.0,77.0,,1,0,0,2,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",45
1071210,UEArk7W20r,"Unit ES_05, Section ES_05-2",EG43A,1,2697 = -56y,2006-05-09 10:26:01.0,2006-05-09 10:26:12.0,2006-05-09 10:26:12.0,2006-05-09 10:26:12.0,11.0,11.0,,1,0,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",156~~47
1071211,UEArk7W20r,"Unit ES_05, Section ES_05-2",EG43A,1,2697/-56 = -56y/-56,2006-05-09 10:26:12.0,2006-05-09 10:26:18.0,2006-05-09 10:26:18.0,2006-05-09 10:26:56.0,44.0,44.0,,1,1,0,2,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],38
1071212,UEArk7W20r,"Unit ES_05, Section ES_05-2",EG42,1,-89.29+56.76y = -7.41,2006-05-09 10:27:09.0,2006-05-09 10:27:22.0,2006-05-09 10:27:37.0,2006-05-09 10:27:37.0,28.0,,28.0,0,1,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]",162~~38
1071213,UEArk7W20r,"Unit ES_05, Section ES_05-2",EG42,1,-89.29+56.76y+89.29 = -7.41+89.29,2006-05-09 10:27:37.0,2006-05-09 10:27:44.0,2006-05-09 10:27:44.0,2006-05-09 10:28:18.0,41.0,41.0,,1,0,0,2,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",46
1071214,UEArk7W20r,"Unit ES_05, Section ES_05-2",EG42,1,56.76y = 81.88,2006-05-09 10:28:18.0,2006-05-09 10:28:31.0,2006-05-09 10:28:31.0,2006-05-09 10:28:31.0,13.0,13.0,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",87~~157
1071215,UEArk7W20r,"Unit ES_05, Section ES_05-2",EG42,1,56.76y/56.76 = 81.88/56.76,2006-05-09 10:28:31.0,2006-05-09 10:28:35.0,2006-05-09 10:28:35.0,2006-05-09 10:29:00.0,29.0,29.0,,1,0,0,2,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],39
1071216,UEArk7W20r,"Unit ES_05, Section ES_05-2",EG42A,1,-14-2.13x = 0.24,2006-05-09 10:29:17.0,2006-05-09 10:29:25.0,2006-05-09 10:29:25.0,2006-05-09 10:29:25.0,8.0,8.0,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]",163~~39
1071217,UEArk7W20r,"Unit ES_05, Section ES_05-2",EG42A,1,-14-2.13x+14 = 0.24+14,2006-05-09 10:29:25.0,2006-05-09 10:29:34.0,2006-05-09 10:29:41.0,2006-05-09 10:30:06.0,41.0,,41.0,0,1,0,2,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",47
1071218,UEArk7W20r,"Unit ES_05, Section ES_05-2",EG42A,1,-2.13x = 14.24,2006-05-09 10:30:06.0,2006-05-09 10:30:22.0,2006-05-09 10:30:22.0,2006-05-09 10:30:22.0,16.0,16.0,,1,0,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",158~~48
1071219,UEArk7W20r,"Unit ES_05, Section ES_05-2",EG42A,1,-2.13x/-2.13 = 14.24/-2.13,2006-05-09 10:30:22.0,2006-05-09 10:30:35.0,2006-05-09 10:30:35.0,2006-05-09 10:31:00.0,38.0,38.0,,1,0,0,2,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],40
1071220,UEArk7W20r,"Unit ES_05, Section ES_05-2",EG43,1,-26 = -50+94x,2006-05-09 10:31:07.0,2006-05-09 10:31:18.0,2006-05-09 10:31:18.0,2006-05-09 10:31:18.0,11.0,11.0,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]",164~~40
1071221,UEArk7W20r,"Unit ES_05, Section ES_05-2",EG43,1,-26+50 = -50+94x+50,2006-05-09 10:31:18.0,2006-05-09 10:31:25.0,2006-05-09 10:31:25.0,2006-05-09 10:31:55.0,37.0,37.0,,1,0,0,2,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",48
1071222,UEArk7W20r,"Unit ES_05, Section ES_05-2",EG43,1,24 = 94x,2006-05-09 10:31:55.0,2006-05-09 10:32:04.0,2006-05-09 10:32:04.0,2006-05-09 10:32:04.0,9.0,9.0,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",88~~159
1071223,UEArk7W20r,"Unit ES_05, Section ES_05-2",EG43,1,24/94 = 94x/94,2006-05-09 10:32:04.0,2006-05-09 10:32:08.0,2006-05-09 10:32:08.0,2006-05-09 10:32:23.0,19.0,19.0,,1,0,0,2,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],41
1071224,UEArk7W20r,"Unit ES_05, Section ES_05-2",EG42B,1,-8.22+12.47x = -0.67,2006-05-09 10:32:35.0,2006-05-09 10:32:47.0,2006-05-09 10:32:47.0,2006-05-09 10:32:47.0,12.0,12.0,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]",165~~41
1071225,UEArk7W20r,"Unit ES_05, Section ES_05-2",EG42B,1,-8.22+12.47x+8.22 = -0.67+8.22,2006-05-09 10:32:47.0,2006-05-09 10:32:56.0,2006-05-09 10:32:56.0,2006-05-09 10:34:33.0,106.0,106.0,,1,1,0,2,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",49
1071226,UEArk7W20r,"Unit ES_05, Section ES_05-2",EG42B,1,12.47x = 7.55,2006-05-09 10:34:33.0,2006-05-09 10:34:43.0,2006-05-09 10:34:43.0,2006-05-09 10:34:43.0,10.0,10.0,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",89~~160
