Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),Correct First Attempt,Incorrects,Hints,Corrects,KC(Default),Opportunity(Default),Problem Unit,Problem Section
607115,vpuUyzUJ0z,"Unit CTA1_04, Section CTA1_04-3",PERCENT14B,1,0.85I+10 = 180,,,,,,,,0.0,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",34,CTA1_04,CTA1_04-3
607406,vpuUyzUJ0z,"Unit ES_02, Section ES_02-8",EG41,5,x/-2*-2 = -10*-2,,,,,,,,1.0,,,,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],15,ES_02,ES_02-8
607550,vpuUyzUJ0z,"Unit CTA1_13, Section CTA1_13-1",PROP10,1,R4C1,,,,,,,,1.0,,,,Entering a given,187,CTA1_13,CTA1_13-1
607849,vpuUyzUJ0z,"Unit CTA1_06, Section CTA1_06-3",FEB04,2,yScale,,,,,,,,1.0,,,,Changing axis intervals,31,CTA1_06,CTA1_06-3
608301,vpuUyzUJ0z,"Unit ES_03, Section ES_03-5",EG53,1,-6.7 = -8.6y,,,,,,,,1.0,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",154~~39,ES_03,ES_03-5
608492,vpuUyzUJ0z,"Unit CTA1_08, Section CTA1_08-2",BH1T04,2,Formula 1 Coeff 1,,,,,,,,0.0,,,,Setting the slope,6,CTA1_08,CTA1_08-2
622934,8gH5u019ZH,"Unit CTA1_01, Section CTA1_01-3",BH1T27A,1,R5C1,,,,,,,,1.0,,,,Entering a given,24,CTA1_01,CTA1_01-3
623217,8gH5u019ZH,"Unit CTA1_02, Section CTA1_02-3",L3NOV12,1,R3C1,,,,,,,,1.0,,,,Define Variable,27,CTA1_02,CTA1_02-3
623433,8gH5u019ZH,"Unit ES_01, Section ES_01-7",EG22,2,x-1+1 = -4+1,,,,,,,,1.0,,,,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",3,ES_01,ES_01-7
623679,8gH5u019ZH,"Unit CTA1_04, Section CTA1_04-4",BH1T47C,1,R6C2,,,,,,,,1.0,,,,Entering a given,145,CTA1_04,CTA1_04-4
623941,8gH5u019ZH,"Unit ES_02, Section ES_02-9",EG44,2,-1 = -7/y,,,,,,,,1.0,,,,"[SkillRule: Variable in denominator; {a/x=[anything]; a/x=b; a/x=b, sophisticated}]",2,ES_02,ES_02-9
624074,8gH5u019ZH,"Unit CTA1_13, Section CTA1_13-1",PROP02,1,R1C2,,,,,,,,1.0,,,,,,CTA1_13,CTA1_13-1
624512,8gH5u019ZH,"Unit CTA1_06, Section CTA1_06-3",FOR05,1,R1C2,,,,,,,,1.0,,,,,,CTA1_06,CTA1_06-3
625113,8gH5u019ZH,"Unit ES_03, Section ES_03-7",LIT11,1,2-m+m = s+m,,,,,,,,1.0,,,,"[SkillRule: Consolidate vars, no coeff; CLT]",54,ES_03,ES_03-7
625435,8gH5u019ZH,"Unit CTA1_08, Section CTA1_08-3",REAL10,1,R2C2,,,,,,,,1.0,,,,Identifying units,136,CTA1_08,CTA1_08-3
625923,8gH5u019ZH,"Unit ES_04, Section ES_04-16",LIT57A,1,c1R1,,,,,,,,1.0,,,,,,ES_04,ES_04-16
626206,8gH5u019ZH,"Unit CTA1_10, Section CTA1_10-5",DIST05_SP,1,R4C2,,,,,,,,1.0,,,,Entering a given,362,CTA1_10,CTA1_10-5
626427,8gH5u019ZH,"Unit ES_07, Section ES_07-5",LIT77,1,2y+b = j,,,,,,,,1.0,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",261,ES_07,ES_07-5
626724,8gH5u019ZH,"Unit CTA1_12, Section CTA1_12-6",SYSFB11,1,YLabel,,,,,,,,1.0,,,,Labelling the axes,145,CTA1_12,CTA1_12-6
626913,8gH5u019ZH,"Unit ES_05, Section ES_05-8",EG61,3,x1R1,,,,,,,,1.0,,,,,,ES_05,ES_05-8
627386,8gH5u019ZH,"Unit CTA1_14, Section CTA1_14-4",IPCTURDUCKEN,1,-2X = -125,,,,,,,,1.0,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",456~~122,CTA1_14,CTA1_14-4
627683,8gH5u019ZH,"Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2",YGE4X-11,1,xMin,,,,,,,,1.0,,,,,,LINEAR-INEQUALITY-GRAPHING,LINEAR-INEQUALITY-GRAPHING-2
627861,8gH5u019ZH,"Unit CTA1_15, Section CTA1_15-2",SYSFB18,1,Intersection 1 X,,,,,,,,1.0,,,,Labelling point of intersection,25,CTA1_15,CTA1_15-2
673822,X223hIsDU4,"Unit CTA1_01, Section CTA1_01-1",LDEMO_WKST,1,R3C1,,,,,,,,1.0,,,,Define Variable,1,CTA1_01,CTA1_01-1
695091,1bJbgQ32E3,"Unit CTA1_01, Section CTA1_01-3",BH1T33B,3,R4C2,,,,,,,,0.0,,,,"Using simple numbers~~Using large numbers~~Find Y, negative slope",53~~29~~4,CTA1_01,CTA1_01-3
695491,1bJbgQ32E3,"Unit CTA1_02, Section CTA1_02-4",REAL28,1,R7C2,,,,,,,,1.0,,,,Entering a given,125,CTA1_02,CTA1_02-4
695879,1bJbgQ32E3,"Unit ES_01, Section ES_01-9",EG25,1,x/3 = 5,,,,,,,,1.0,,,,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",5~~18,ES_01,ES_01-9
696092,1bJbgQ32E3,"Unit CTA1_04, Section CTA1_04-2",BH1T32B,2,R5C1,,,,,,,,0.0,,,,"Entering a given~~Convert unit, standard",177~~15,CTA1_04,CTA1_04-2
696396,1bJbgQ32E3,"Unit ES_02, Section ES_02-7",EG41,4,-7+(y/-9) = 7,,,,,,,,1.0,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",66,ES_02,ES_02-7
696616,1bJbgQ32E3,"Unit CTA1_13, Section CTA1_13-1",PROP10,1,R6C1,,,,,,,,1.0,,,,Entering a given,249,CTA1_13,CTA1_13-1
696976,1bJbgQ32E3,"Unit CTA1_06, Section CTA1_06-3",FEB13,1,R2C2,,,,,,,,1.0,,,,Identifying units,117,CTA1_06,CTA1_06-3
697598,1bJbgQ32E3,"Unit ES_03, Section ES_03-8",LIT6A,1,FinalAnswer,,,,,,,,1.0,,,,simplify-fractions-sp,3,ES_03,ES_03-8
697822,1bJbgQ32E3,"Unit CTA1_08, Section CTA1_08-3",L5FB02,1,R1C2,,,,,,,,1.0,,,,,,CTA1_08,CTA1_08-3
698274,1bJbgQ32E3,"Unit ES_04, Section ES_04-14",LIT32A,6,row1-D-t,,,,,,,,1.0,,,,,,ES_04,ES_04-14
698671,1bJbgQ32E3,"Unit CTA1_10, Section CTA1_10-5",DIST04_SP,1,0.25(H+56) = 55,,,,,,,,1.0,,,,"[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]",108,CTA1_10,CTA1_10-5
699157,1bJbgQ32E3,"Unit ES_07, Section ES_07-4",LIT70A,2,FinalAnswer,,,,,,,,1.0,,,,combine-like-terms-sp~~factor-sp,85~~23,ES_07,ES_07-4
699620,1bJbgQ32E3,"Unit CTA1_12, Section CTA1_12-3",SYS02,1,R5C1,,,,,,,,0.0,,,,Entering a given,477,CTA1_12,CTA1_12-3
700103,1bJbgQ32E3,"Unit ES_05, Section ES_05-7",EG61,11,-11.48 = -0.23y,,,,,,,,1.0,,,,"[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",115~~465,ES_05,ES_05-7
700596,1bJbgQ32E3,"Unit CTA1_14, Section CTA1_14-4",2PTFB10,1,R8C1,,,,,,,,0.0,,,,"Using simple numbers~~Using small numbers~~Find X, positive slope",365~~341~~128,CTA1_14,CTA1_14-4
701144,1bJbgQ32E3,"Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2",7X-4YGE15,1,7*0-4y = 15,,,,,,,,1.0,,,,,,LINEAR-INEQUALITY-GRAPHING,LINEAR-INEQUALITY-GRAPHING-2
701426,1bJbgQ32E3,"Unit CTA1_15, Section CTA1_15-3",SYSFB10,1,-90H = -3500+60H,,,,,,,,0.0,,,,"[SkillRule: Consolidate vars, any; {Combine variables to right, sub; Combine variables to right, add; Combine variables to right, gen; Combine variables to right; Combine variables to left, add; Combine variables to left, sub; Combine variables to left, gen; ax+b=cx; ax+b=cx, move left; ax+b=cx+d, pos; ax+b=cx+d, neg; ax+b=cx+d, move right; ax+b=cx+d, move two; ax+b=cx+d, move two2; x+b=cx+d, pos; x+b=cx+d, neg; x+b=cx+d, move right; x+b=cx+d, move two; x+b=cx+d, move two2; ax+b=x+d, pos; ax+b=x+d, neg; ax+b=x+d, move right; ax+b=x+d, move two; ax+b=x+d, move two2; x+b=x+d, pos; x+b=x+d, neg; x+b=x+d, move right; x+b=x+d, move two; x+b=x+d, move two2}]",105,CTA1_15,CTA1_15-3
701746,1bJbgQ32E3,"Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1",NEWSQUARE5TRE,2,R6C3,,,,,,,,1.0,,,,Entering a computed linear value,42,QUAD-ADD-AREA-ALG1,QUAD-ADD-AREA-ALG1-1
701999,1bJbgQ32E3,"Unit QUADRATICS-FACTORING_ES, Section QUADRATICS-FACTORING_ES-2",EG-FACTOR50,1,c-factor-2,,,,,,,,0.0,,,,,,QUADRATICS-FACTORING_ES,QUADRATICS-FACTORING_ES-2
702414,1bJbgQ32E3,"Unit QUADRATICS-SOLVING_ES, Section QUADRATICS-SOLVING_ES-1",EG-S-FACTOR16,1,(3-3)/8 = x,,,,,,,,1.0,,,,"[SkillRule: Select Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; Distribute subex}]",116,QUADRATICS-SOLVING_ES,QUADRATICS-SOLVING_ES-1
702686,1bJbgQ32E3,"Unit QUAD-VERTICAL-MOTION, Section QUAD-VERTICAL-MOTION-1",NEWQUAD7TRE,2,a-factor-node,,,,,,,,1.0,,,,,,QUAD-VERTICAL-MOTION,QUAD-VERTICAL-MOTION-1
702834,1bJbgQ32E3,"Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-3",EG-EPS02,1,(3(x^3)(y^6))(2y^4),,,,,,,,1.0,,,,,,EXPT-PRODUCT-SIMP-A_ES,EXPT-PRODUCT-SIMPLIFYING-A_ES-3
702957,1bJbgQ32E3,"Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-2",EG-EQS07,1,row3-D-y,,,,,,,,0.0,,,,,,EXPT-QUOTIENT-SIMP-A_ES,EXPT-QUOTIENT-SIMPLIFYING-A_ES-2
703270,1bJbgQ32E3,"Unit CTA1_20, Section CTA1_20-2",BH1T45,1,R2C1,,,,,,,,1.0,,,,Identifying units,352,CTA1_20,CTA1_20-2
703553,242fhbKRf9,"Unit CTA1_01, Section CTA1_01-3",L3NOV07A,1,R5C2,,,,,,,,1.0,,,,"Using simple numbers~~Using large numbers~~Find Y, negative slope",65~~40~~10,CTA1_01,CTA1_01-3
703820,242fhbKRf9,"Unit CTA1_02, Section CTA1_02-3",L3NOV12C,2,R4C2,,,,,,,,0.0,,,,"Using simple numbers~~Using large numbers~~Find Y, positive slope",134~~61~~36,CTA1_02,CTA1_02-3
704243,242fhbKRf9,"Unit ES_01, Section ES_01-9",EG25,2,-6*9 = y/9*9,,,,,,,,0.0,,,,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],8,ES_01,ES_01-9
704623,242fhbKRf9,"Unit CTA1_04, Section CTA1_04-3",L2FB15C,1,R7C1,,,,,,,,1.0,,,,"Using small numbers~~Find X, positive slope~~Using difficult numbers",127~~24~~52,CTA1_04,CTA1_04-3
705147,242fhbKRf9,"Unit ES_02, Section ES_02-8",EG41,1,x1R1,,,,,,,,1.0,,,,,,ES_02,ES_02-8
705522,242fhbKRf9,"Unit CTA1_13, Section CTA1_13-1",PROP13,1,R6C1,,,,,,,,0.0,,,,"Entering a given~~Convert unit, standard",236~~19,CTA1_13,CTA1_13-1
706288,242fhbKRf9,"Unit CTA1_06, Section CTA1_06-4",BH1T52,2,yMin,,,,,,,,1.0,,,,Changing axis bounds,136,CTA1_06,CTA1_06-4
706607,242fhbKRf9,"Unit ES_03, Section ES_03-6",EG52,2,-0.1x = 6.4,,,,,,,,1.0,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",282~~107,ES_03,ES_03-6
706908,242fhbKRf9,"Unit CTA1_08, Section CTA1_08-3",NOV13,2,yScale,,,,,,,,1.0,,,,Changing axis intervals,96,CTA1_08,CTA1_08-3
707370,242fhbKRf9,"Unit ES_04, Section ES_04-12",EG58,9,x2R1,,,,,,,,1.0,,,,,,ES_04,ES_04-12
707911,242fhbKRf9,"Unit CTA1_10, Section CTA1_10-4",DISTFB07_SP,1,R3C1,,,,,,,,1.0,,,,Define Variable,140,CTA1_10,CTA1_10-4
708431,242fhbKRf9,"Unit ES_07, Section ES_07-6",LIT78A,1,FinalAnswer,,,,,,,,0.0,,,,factor-sp,16,ES_07,ES_07-6
708857,242fhbKRf9,"Unit CTA1_12, Section CTA1_12-6",SYS01,2,R6C2,,,,,,,,0.0,,,,,,CTA1_12,CTA1_12-6
709122,242fhbKRf9,"Unit ES_05, Section ES_05-9",EG62A,1,-2571.09-510.12x = -7019.65,,,,,,,,1.0,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]",466~~90,ES_05,ES_05-9
709438,242fhbKRf9,"Unit CTA1_14, Section CTA1_14-3",2PTFB15,2,R7C1,,,,,,,,1.0,,,,Entering a given,567,CTA1_14,CTA1_14-3
711537,3C1dH8H8v3,"Unit CTA1_01, Section CTA1_01-3",DEC03,1,R1C2,,,,,,,,1.0,,,,,,CTA1_01,CTA1_01-3
711785,3C1dH8H8v3,"Unit CTA1_02, Section CTA1_02-4",BH1T29C,2,R5C2,,,,,,,,1.0,,,,"Using simple numbers~~Using large numbers~~Find Y, negative slope",121~~59~~14,CTA1_02,CTA1_02-4
712000,3C1dH8H8v3,"Unit ES_01, Section ES_01-6",EG22,1,7 = x-4+4,,,,,,,,1.0,,,,"[SkillRule: Consolidate vars, no coeff; CLT]",23,ES_01,ES_01-6
712260,3C1dH8H8v3,"Unit CTA1_04, Section CTA1_04-4",BH1T47,1,R3C1,,,,,,,,1.0,,,,Define Variable,44,CTA1_04,CTA1_04-4
712525,3C1dH8H8v3,"Unit ES_02, Section ES_02-10",EG44,6,-7/x*x = 4x,,,,,,,,1.0,,,,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],29,ES_02,ES_02-10
712659,3C1dH8H8v3,"Unit CTA1_13, Section CTA1_13-1",PROP10,1,P*2/25 = 10,,,,,,,,1.0,,,,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",49~~91,CTA1_13,CTA1_13-1
713177,3C1dH8H8v3,"Unit CTA1_06, Section CTA1_06-4",L6FB18,1,3.75M = 750,,,,,,,,1.0,,,,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",80~~128,CTA1_06,CTA1_06-4
713501,3C1dH8H8v3,"Unit ES_03, Section ES_03-6",EG51A,1,-34.8-32.8 = -15.4y+32.8-32.8,,,,,,,,1.0,,,,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",24,ES_03,ES_03-6
713846,3C1dH8H8v3,"Unit CTA1_08, Section CTA1_08-3",L5FB02,1,YUnit,,,,,,,,1.0,,,,,,CTA1_08,CTA1_08-3
714213,3C1dH8H8v3,"Unit ES_04, Section ES_04-14",LIT32A,1,-k = c*t,,,,,,,,1.0,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",250,ES_04,ES_04-14
714328,3C1dH8H8v3,"Unit CTA1_10, Section CTA1_10-1",LDEMO_DIST_SP,1,56488+C*2456 = 85960,,,,,,,,1.0,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",206,CTA1_10,CTA1_10-1
727647,80nlN05JQ6,"Unit CTA1_01, Section CTA1_01-3",BH1T27A,1,R5C1,,,,,,,,1.0,,,,Entering a given,27,CTA1_01,CTA1_01-3
728018,80nlN05JQ6,"Unit CTA1_02, Section CTA1_02-4",L2FB14B,1,R7C1,,,,,,,,1.0,,,,"Using simple numbers~~Using large numbers~~Find X, negative slope",130~~61~~3,CTA1_02,CTA1_02-4
728368,80nlN05JQ6,"Unit ES_01, Section ES_01-8",EG25,2,x/8*8 = -1*8,,,,,,,,0.0,,,,,,ES_01,ES_01-8
728667,80nlN05JQ6,"Unit CTA1_04, Section CTA1_04-3",L2FB15C,1,R3C2,,,,,,,,0.0,,,,"Using small numbers~~Write expression, positive slope~~Using difficult numbers",113~~40~~43,CTA1_04,CTA1_04-3
729082,80nlN05JQ6,"Unit ES_02, Section ES_02-10",EG44,12,5x/5 = 3/5,,,,,,,,0.0,,,,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],46,ES_02,ES_02-10
729214,80nlN05JQ6,"Unit CTA1_13, Section CTA1_13-1",PROP06,1,R3C1,,,,,,,,1.0,,,,Define Variable,59,CTA1_13,CTA1_13-1
729637,80nlN05JQ6,"Unit CTA1_06, Section CTA1_06-3",FOR05,2,R3C2,,,,,,,,1.0,,,,"Using small numbers~~Write expression, positive slope~~Using difficult numbers",193~~65~~108,CTA1_06,CTA1_06-3
730299,80nlN05JQ6,"Unit ES_03, Section ES_03-7",LIT10,1,a-f = 0,,,,,,,,1.0,,,,,,ES_03,ES_03-7
730534,80nlN05JQ6,"Unit CTA1_08, Section CTA1_08-3",NOV13,1,R1C1,,,,,,,,1.0,,,,,,CTA1_08,CTA1_08-3
731164,80nlN05JQ6,"Unit ES_04, Section ES_04-15",LIT60,1,n*b*u+n*b*q-n*b*u = c*w-n*b*u,,,,,,,,1.0,,,,[SkillRule: Consolidate vars with coeff; CLT],121,ES_04,ES_04-15
731477,80nlN05JQ6,"Unit CTA1_10, Section CTA1_10-4",DISTFB07_SP,2,R1C2,,,,,,,,1.0,,,,,,CTA1_10,CTA1_10-4
731817,80nlN05JQ6,"Unit ES_07, Section ES_07-4",LIT68A,2,6h/6 = (c*g+8z+2j)/6,,,,,,,,1.0,,,,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],169,ES_07,ES_07-4
732228,80nlN05JQ6,"Unit CTA1_12, Section CTA1_12-4",SYSFB23,1,R3C2,,,,,,,,0.0,,,,"Using simple numbers~~Using small numbers~~Write expression, positive slope",269~~298~~125,CTA1_12,CTA1_12-4
732792,80nlN05JQ6,"Unit ES_05, Section ES_05-10",EG62A,1,-1130.63x = 8477.4,,,,,,,,1.0,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",583~~168,ES_05,ES_05-10
733265,80nlN05JQ6,"Unit CTA1_14, Section CTA1_14-4",IPCTURDUCKEN,1,R6C2,,,,,,,,1.0,,,,Entering a given,557,CTA1_14,CTA1_14-4
733494,80nlN05JQ6,"Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2",XGE0,1,XCoordinate1_1,,,,,,,,1.0,,,,"Positive Constants, GLF",11,LINEAR-INEQUALITY-GRAPHING,LINEAR-INEQUALITY-GRAPHING-2
733855,80nlN05JQ6,"Unit CTA1_15, Section CTA1_15-3",SYS09,1,-22000M = -450000,,,,,,,,1.0,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",686~~212,CTA1_15,CTA1_15-3
734017,80nlN05JQ6,"Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1",NEWSQUARE7TRE,1,R2C3,,,,,,,,1.0,,,,Identifying units,310,QUAD-ADD-AREA-ALG1,QUAD-ADD-AREA-ALG1-1
734182,80nlN05JQ6,"Unit QUADRATICS-FACTORING_ES, Section QUADRATICS-FACTORING_ES-2",EG-FACTOR44,1,a-factor-1,,,,,,,,1.0,,,,,,QUADRATICS-FACTORING_ES,QUADRATICS-FACTORING_ES-2
734606,80nlN05JQ6,"Unit QUADRATICS-SOLVING_ES, Section QUADRATICS-SOLVING_ES-1",EG-S-FACTOR13,1,(8?sqrt(8^2-4*7*1))/14 = x,,,,,,,,1.0,,,,,,QUADRATICS-SOLVING_ES,QUADRATICS-SOLVING_ES-1
734889,80nlN05JQ6,"Unit QUAD-VERTICAL-MOTION, Section QUAD-VERTICAL-MOTION-1",NEWQUAD6TRE,1,num1-factor-node,,,,,,,,0.0,,,,qft-num1-sp,26,QUAD-VERTICAL-MOTION,QUAD-VERTICAL-MOTION-1
747360,f45jOmRd4S,"Unit CTA1_01, Section CTA1_01-4",REAL32C,1,R4C1,,,,,,,,1.0,,,,Entering a given,51,CTA1_01,CTA1_01-4
747616,f45jOmRd4S,"Unit CTA1_02, Section CTA1_02-3",L3NOV12C,1,yScale,,,,,,,,1.0,,,,Changing axis intervals,12,CTA1_02,CTA1_02-3
747874,f45jOmRd4S,"Unit ES_01, Section ES_01-8",EG24,3,-6/-8 = x,,,,,,,,1.0,,,,,,ES_01,ES_01-8
